,Unnamed: 0,id,title,vendor,category,prod_type,publish,price (MYR),compare_at_price (MYR),weight (grams),available,sku,review
274,274,7.91E+12,"Masata MR13 Mercedes-AMG M139 2.0L Tuning Box (Inc. A45, CLA45 & GLA45)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:38:36+00:00,1267,1292,1000,FALSE,MST7004,"['Really recommend ML Performance. It takes 5 days to deliver that order to New Zealand.', 'Marshall and the team went out of there way to assist me with my purchase which came carefully packaged and earlier than expected as they knew I was in a hurry. Used ML multiple times and will carry on. 5* service and product. Thank you']"
275,275,7.91E+12,"Masata MR13 BMW MINI B48E Tuning Box (F40 M135iX, F54 JCW Countryman & F60 JCW Clubman)",Masata,Tuning Remap,Tuning Box,2022-10-31T13:38:58+00:00,1307,1292,1000,TRUE,MST7002,"[""The longevity of ML Performance's car parts has saved me money in the long run. They are a wise investment for any car owner."", ""I've experienced enhanced traction and grip with mlp's car parts, especially in challenging road conditions.""]"
276,276,7.88E+12,"Bootmod3 OTS Maps Bundle For BMW S58 F97 F98 G80 G82 (M3, M4, X3M & X4M)",Bootmod3,Tuning Remap,ECU Remap,2022-10-03T09:49:44+01:00,686,691,100,TRUE,BM3-S58-OTS,[]
277,277,7.83E+12,K&N 21-3516 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:56+01:00,1565,2087,1000,FALSE,21-3516,"['Dear Mlp.I was able to very easily do it.Thank you very much.', 'Does what it says on the tin ... usual excellent customer service from ML.\r\nCheers', 'Very friendly and professional attitude from ML Performance as always.The logistic were perfrect.']"
278,278,7.83E+12,K&N 21-3101 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:54+01:00,1696,2261,1000,TRUE,21-3101,"[""ML Performance's car parts have improved the suspension and ride comfort of my vehicle. It's a noticeable improvement."", 'ML performance smashing the customer service game again!', 'Great service from ML Performance, the product arrived quickly and safely. The price including delivery from the UK was way better than here in Australia.', 'ML Performance were very communicative and helpful over the delivery of these parts which were out of stock when oredered.\r\nWoudl definitely buy from Marshall again.']"
279,279,7.83E+12,K&N 21-2599 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:52+01:00,1789,2385,1000,FALSE,21-2599,"['Completely changes how the car drives , totallly for the better.\r\nMl Performance are a great company , with fast response and shipping. \r\nI was surprised to get the part so quickly in Australia.', 'Will buy it from ML Performance again.', ""The durability of mlp's car parts has saved me money on frequent replacements. They are built to last."", 'Ordered it, turned up the next day. Fantastic. MLP are great.']"
280,280,7.83E+12,K&N 21-2597 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:50+01:00,1789,2385,1000,FALSE,21-2597,"['The knowledgeable and friendly staff at ML Performance provided me with excellent guidance in selecting the right car parts for my vehicle.', 'ML at its finest, ordered Friday received it on Saturday.']"
281,281,7.83E+12,K&N 21-2592 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:48+01:00,1789,2385,1000,TRUE,21-2592,"[""The performance boost I've experienced with ML Performance's car parts is remarkable. My vehicle feels like a whole new machine."", '5 stars both to ML', ""Not only I found it in ML Performance online shop, I got it delivered to my door in less than 48h. All genuine brand new as one would expect. Big thanks for valuing customer's time!""]"
282,282,7.83E+12,K&N 21-2589 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:46+01:00,1696,2261,1000,FALSE,21-2589,"['Ordered it, turned up the next day. Fantastic. MLP are great.', 'As usual great item and support from MLP.']"
283,283,7.83E+12,K&N 21-1568 Boost Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:44+01:00,3801,5068,1000,FALSE,21-1568,"['Delivery was very fast. Always a reliable, efficient and professional service from all at ML Performance! Many thanks!']"
284,284,7.83E+12,K&N 20-9036 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:43+01:00,1435,1913,1000,FALSE,20-9036,"[""Got in touch with ML and they recommended this, safe to say I'm very pleased with the quality and I'll be back for more goodies for my M5."", 'As usual, a very good personal service from Marshall and his team. \r\nAgain, thank you for the great service, Marshall and the team. Highly recommended and I for sure will be throwing more moneyt towards ML Performance in the future!', 'Good communication with MLP, quick delivery, what I liked the most was the personal touch with a hand written letter, thanking me for my custom with a good after sales advice if I needed it, TOP JOB GUYS keep it up.\r\nBest regards', ""The performance boost I've experienced with ML Performance's car parts is remarkable. My vehicle feels like a whole new machine."", ""The improved suspension system provided by mlp's car parts has made a noticeable difference in the comfort of my driving experience."", '10/10\r\nQuality product\r\nVery quick delivery\r\nIve used ml performance twice now and will continue to use as and when\r\nHighly recommend', 'Amazing product and cannot fault ML Performance, delivery was fast (next day) and Marshall is a pleasure to deal with. Can?? fault this company and keep up the great work, customer for life A+++++', ""MLP's car parts are engineered with precision, ensuring a perfect fit and optimal performance for my vehicle.""]"
285,285,7.83E+12,K&N 20-9026 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:41+01:00,1435,1913,1000,FALSE,20-9026,"[""The compatibility of ML Performance's car parts with my vehicle was spot-on. They fit perfectly and integrated seamlessly."", 'Fantastic service, Great communication, great price and item delivered on time. Can not fault ML performance!', ""The affordability of MLP's car parts is a big plus. I can maintain my vehicle without breaking the bank."", 'Arrived on the next day after ordering thanks ML', 'You can get these at a very competitive price from ML Performance.', 'Fantastic product. Delivered quick by the team from ML Performance', 'the guys at ML was unreal. Very fast delivery and response to emails.', 'Communication was always replied to and I was kept informed fully, \r\ndefinitely will use ml performance again thankyou', ""ML Performance's car parts have helped me save money on frequent repairs. Their reliability has reduced the need for costly fixes.""]"
286,286,7.83E+12,K&N 20-3109 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:39+01:00,1435,1913,1000,FALSE,20-3109,"[""ML Performance's car parts have improved the overall aesthetics of my vehicle. It's a subtle upgrade that makes a big difference."", 'Experience with ML was great. Product took a little while to come due to shortages but was plenty of communication by them. Would buy again.', 'Service from ML which is very good', 'Fits perfectly - cannot fault ML Performace at all - they are a professional bunch and provide a great service will continue to use', 'After purchasing a few items from ML performance I returned one item as it didnt match up.\r\nStress free return process which makes future dealings a no brainer. \r\nExcellent company with great products, I would recommend them highly.', 'Fantastic product and fast next day delivery! Cheers ML', ""ML Performance's car parts have a seamless integration with my vehicle's existing systems. It's like they were made for each other."", 'Buy with confidence']"
287,287,7.83E+12,K&N 20-3082 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:37+01:00,1435,1913,1000,FALSE,20-3082,"['Good job ML cheapest prices online', 'Hi ML Performance, thank you very much for your effort. Will be returning customer for sure!', 'This is my third purchase from ML performance,and every time service and correspondence was first class, and again delivery was fast with a nice little note of thanks in with my purchase. Highly recommended ML performance.', 'Products arrived quickly and well packaged, everything was exactly as I had ordered (I have made a few orders, great service every time) and I will be using ML Performance again!', ""MLP's car parts are a great investment. They have improved my vehicle's performance and saved me from frequent repairs."", 'Communication was always replied to and I was kept informed fully, \r\ndefinitely will use ml performance again thankyou', ""The robust construction of ML Performance's car parts gives me peace of mind knowing they can handle the toughest road conditions."", ""ML Performance's car parts have improved my vehicle's handling and stability. I feel more in control and confident while driving."", 'Called these guys as tracking on parcel said it was delivered by DPD but i never recived the item. Rather than me having the stress of sorting the lost item MLP sorted the entire thing them selfs and sent me a replacement which arrived the day after i called to make them aware. 10/10']"
288,288,7.83E+12,K&N 20-2599 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:35+01:00,1435,1913,1000,FALSE,20-2599,"['I have been looking for various parts for my car and it has been difficult to find the right place. ML performance has made it easier. Excellent service from start to finish. Ordered my item on the weekend and arrived on Tuesday. Had a personalised note with my item which adds an extra touch. Prices are reasonable aswell. Would definitely use ML performance again. Thanks to everyone at ML performance', 'Will buy it from ML Performance again.', ""I appreciate the durability of ML Performance's car parts. They have proven to withstand harsh weather and challenging road conditions."", 'Good Quality item. \r\nFantastic service from ML Performance as usual.', 'Excellent addition to my car.\r\nMl performance are very informative, knowledgable and have excellent feed back times.', 'Thank you ML performance for your recomendation.\r\nCongrats for your superb support of costumer.', ""The ease of ordering ML Performance's car parts online and the prompt delivery have made my shopping experience convenient and hassle-free."", 'Seems a good product and the one advised for my Vehicle. Super service by ML Performance.', ""The affordability of ML Performance's car parts allows me to maintain my vehicle without stretching my budget.""]"
289,289,7.83E+12,K&N 20-1576 Throttle Control Module,K&N,Tuning Remap,Filter,2022-08-25T16:09:33+01:00,1435,1913,1000,FALSE,20-1576,"['First I would like to congratulate Ml on there customer service, I know that as a company you wish to please they customers but the care and attention they gave me was second to none so cheers for that.\r\nAll in all a really good company to deal with and what there sell is of extremely good quality\r\nKeep up the good work I will definitely be back to purchase more', ""First time buying from ML Performance and it won't be the last, fast shipping and customer service was spot on! Thanks again!"", 'Always receive things quickly when ordering from ML.', 'The service provided and the product were both of a very high standard. I will definitely be ordering from ML performance again soon!', ""ML Performance's car parts have simplified the maintenance process for my vehicle. I can rely on them for top-notch performance."", 'Have been using ML for a long time and the website has improved so much', 'Really happy with the purchase, the team at MLP was super helpful and the quality and performance of this product is just fantastic, will be back for more products!', ""I've recommended MLP's car parts to friends and family, and they have all been satisfied with the quality and performance.""]"
290,290,7.82E+12,Weistec Mercedes-Benz M177 Stage 2 W.2 ECU Tune (C63 & GLC63),Weistec,Tuning Remap,Tuning Box,2022-08-17T13:47:33+01:00,12142,12267,1000,TRUE,5-177-00046-0,[]
291,291,7.82E+12,Weistec Mercedes-Benz M177 Stage 2 W.2 ECU Tune (C63 & GLC63),Weistec,Tuning Remap,Tuning Box,2022-08-17T13:47:33+01:00,14015,14155,1000,TRUE,5-177-00046-0-2,[]
292,292,7.74E+12,"BMS Audi EA825 4.0TT V8 JB4 Tuning Box Group 15 (Inc. C8 RS6, SQ7, S8 & RS Q8)",BMS,Tuning Remap,Tuning Box Accessories,2022-06-22T14:04:47+01:00,5838,,2000,FALSE,BMS192,[]
293,293,7.69E+12,Xatrix BMW S63 F90 M5 / M5 Competition Xatrix740 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:31:57+01:00,3308,,0,TRUE,XM0005,[]
294,294,7.67E+12,Xatrix BMW Toyota ECU Unlocking Service,Xatrix,Tuning Remap,ECU Remap,2023-10-12T08:28:20+01:00,4720,,0,TRUE,XM0030,[]
295,295,7.67E+12,Xatrix BMW Toyota ECU Unlocking Service,Xatrix,Tuning Remap,ECU Remap,2023-10-12T08:28:20+01:00,7155,,0,TRUE,XM0031,[]
296,296,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,7300,,8000,FALSE,020210006-1,[]
297,297,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,7168,,8000,FALSE,020210006-2,[]
298,298,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,6524,,8000,FALSE,020210006-3,[]
299,299,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,6392,,8000,FALSE,020210006-4,[]
300,300,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,7300,,8000,FALSE,020210006-5,[]
301,301,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,7168,,8000,FALSE,020210006-6,[]
302,302,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,6524,,8000,FALSE,020210006-7,[]
303,303,7.62E+12,Mosselman BMW N53 E60 E90 E92 E93 Performance Package (325i & 525i),Mosselman,Tuning Remap,ECU Remap,2022-03-17T05:59:28+00:00,6392,,8000,FALSE,020210006-8,[]
304,304,7.60E+12,Xatrix BMW N57 F30 F31 F32 F36 Xatrix360 ECU Remap (335dx & 435dx),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:02+01:00,2480,,0,FALSE,XM0028,[]
305,305,7.60E+12,Xatrix BMW N55 F30 ActiveHybrid 3 Xatrix400 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:05+01:00,2480,,0,FALSE,XM0027,[]
306,306,7.60E+12,Xatrix BMW N55 F30 F32 F36 Xatrix370 ECU Remap (335i & 435i),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:08+01:00,2480,,0,FALSE,XM0026,[]
307,307,7.60E+12,Xatrix BMW B58 F30 F32 F36 X400 ECU Remap (340i & 440i),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:10+01:00,2480,,0,TRUE,XM0025,[]
308,308,7.59E+12,Xatrix BMW S58 G80 G82 Xatrix600 ECU Remap (M3 Competition & M4 Competition),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:15+01:00,6207,,0,FALSE,XM0024,[]
309,309,7.59E+12,Xatrix BMW S63 F90 M5 / M5 Competition Xatrix720 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:17+01:00,3308,,0,TRUE,XM0023,[]
310,310,7.55E+12,Xatrix BMW N54 ECU Remap (135i & 335i),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:24+01:00,3308,,0,FALSE,XM0022,[]
311,311,7.55E+12,Xatrix BMW N54 Xatrix400 ECU Remap (135i & 335i),Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:27+01:00,2455,2480,0,TRUE,XM0021,[]
312,312,7.51E+12,Xatrix BMW N55 435i Xatrix500 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:42+01:00,2455,2480,0,TRUE,XM0020,[]
313,313,7.50E+12,Xatrix BMW S55 F87 M2 Competition Xatrix540 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:47+01:00,2455,2480,0,TRUE,XM0019,[]
314,314,7.50E+12,Xatrix BMW B58 G30 G31 540i Xatrix400 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:32:59+01:00,2867,2894,0,TRUE,XM0018,[]
315,315,7.50E+12,Xatrix BMW B48 G20 330e Xatrix340 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:04+01:00,2455,2480,0,TRUE,XM0017,[]
316,316,7.50E+12,Xatrix BMW B48 G20 318i Xatrix260 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:07+01:00,2455,2480,0,TRUE,XM0016,[]
317,317,7.50E+12,Xatrix BMW B47 G20 318d Xatrix190 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:09+01:00,2455,2480,0,TRUE,XM0015,[]
318,318,7.50E+12,Xatrix BMW B47 G20 320d Xatrix220 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:11+01:00,2455,2480,0,TRUE,XM0014,[]
319,319,7.50E+12,Xatrix BMW B48 G20 320i Xatrix280 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:14+01:00,2455,2480,0,TRUE,XM0013,[]
320,320,7.50E+12,Xatrix BMW B57 G20 330d Xatrix310 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:16+01:00,2455,2480,0,TRUE,XM0012,[]
321,321,7.50E+12,Xatrix BMW B48 G20 330i Xatrix310 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:18+01:00,2455,2480,0,TRUE,XM0011,[]
322,322,7.50E+12,Xatrix BMW B58 G20 M340i Xatrix400 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:20+01:00,2455,2480,0,TRUE,XM0010,[]
323,323,7.50E+12,Xatrix BMW N63 G14 G15 M850ix Xatrix680 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:23+01:00,6146,6207,0,TRUE,XM0009,[]
324,324,7.49E+12,Xatrix BMW N63 G30 G31 M550ix Xatrix540 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:25+01:00,6146,6207,0,TRUE,XM0007,[]
325,325,7.48E+12,Xatrix BMW S63 F91 F92 F93 M8 Competition Xatrix700 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:27+01:00,8198,8281,0,TRUE,XM0006,[]
326,326,7.48E+12,Xatrix BMW N55 F87 M2 Xatrix420 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:29+01:00,2455,2480,0,TRUE,XM0004,[]
327,327,7.48E+12,Xatrix BMW S55 F87 M2 Competition Xatrix520 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:32+01:00,2455,2480,0,TRUE,XM0003,[]
328,328,7.48E+12,Xatrix BMW S55 F80 F82 F83 Xatrix520 ECU Remap (M3 & M4),Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:34+01:00,2455,2480,0,TRUE,XM0002,[]
329,329,7.46E+12,Xatrix Toyota B58 A90 Supra Xatrix440 ECU Remap,Xatrix,Tuning Remap,Not Found,2023-09-21T07:33:36+01:00,2455,2480,0,TRUE,XM0001,[]
330,330,7.43E+12,"Weistec BMW N20 F20 F22 F30 F32 ECU Tune (Inc. 125i, 220i, 328i & 428i)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:30:40+00:00,2797,2828,2000,TRUE,05-420-00101-3,[]
331,331,7.43E+12,"Weistec BMW N20 F20 F22 F30 F32 ECU Tune (Inc. 125i, 220i, 328i & 428i)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:30:40+00:00,3264,3300,2000,TRUE,05-420-00102-4,[]
332,332,7.43E+12,Weistec BMW S63TU F90 M5 ECU Tune,Weistec,Tuning Remap,Tuning Box,2021-12-03T13:28:43+00:00,10274,10379,2000,TRUE,05-563-00145-9,[]
333,333,7.43E+12,Weistec BMW S63TU F90 M5 ECU Tune,Weistec,Tuning Remap,Tuning Box,2021-12-03T13:28:43+00:00,11208,11323,2000,TRUE,05-563-00146-0,[]
334,334,7.43E+12,"Weistec BMW S63TU F10 F12 F15 F16 ECU Upgrade (M5, M6, X5 M & X6 M)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:26:45+00:00,5604,5659,2000,TRUE,05-563-00069-4,[]
335,335,7.43E+12,"Weistec BMW S63TU F10 F12 F15 F16 ECU Upgrade (M5, M6, X5 M & X6 M)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:26:45+00:00,6538,6603,2000,TRUE,05-563-00070-6,[]
336,336,7.43E+12,"Weistec BMW N63 4.4L ECU Tune (Inc. M550i, M750i & M850i)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:22:13+00:00,5604,5659,2000,TRUE,05-463-00097-4,[]
337,337,7.43E+12,"Weistec BMW N63 4.4L ECU Tune (Inc. M550i, M750i & M850i)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:22:13+00:00,6071,6131,2000,TRUE,05-463-00098-5,[]
338,338,7.43E+12,"Weistec BMW S55 F80 F82 F83 F87 ECU Tune (M2 Competition, M3 & M4)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:15:25+00:00,5604,5659,1000,TRUE,05-555-00067-3,[]
339,339,7.43E+12,"Weistec BMW S55 F80 F82 F83 F87 ECU Tune (M2 Competition, M3 & M4)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:15:25+00:00,6538,6603,1000,TRUE,05-555-00067-4,[]
340,340,7.43E+12,"Weistec BMW N55 F10 F20 F30 F87 ECU Tune (Inc. M135i, 335i, 535ix & M2)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:01:50+00:00,3732,3772,1000,TRUE,05-455-00075-1,[]
341,341,7.43E+12,"Weistec BMW N55 F10 F20 F30 F87 ECU Tune (Inc. M135i, 335i, 535ix & M2)",Weistec,Tuning Remap,Tuning Box,2021-12-03T13:01:50+00:00,4203,4244,1000,TRUE,05-455-00075-2,[]
342,342,7.43E+12,Weistec Cypher Handheld Programmer,Weistec,Tuning Remap,Tuning Box,2021-12-03T12:55:56+00:00,2693,2719,2000,TRUE,05-000-00073-5,[]
343,343,7.17E+12,Mosselman BMW F-Chassis iControl Start/Stop Controller,Mosselman,Tuning Remap,Tuning Box Accessories,2021-11-01T10:58:38+00:00,484,,1000,FALSE,ITC.3.30.SS,[]
344,344,7.02E+12,JHM Audi 4.2L FSI B8 B8.5 RS5 DSG TCU and Stage 2 ECU Tuning Bundle,JH Motorsports,Tuning Remap,Tuning Box,2021-08-18T08:56:01+01:00,6695,,2000,FALSE,JHM-B8RS5ECUTCU2-PWRCNCTCBL-1,[]
345,345,7.02E+12,JHM Audi 4.2L FSI B8 B8.5 RS5 DSG TCU and Stage 2 ECU Tuning Bundle,JH Motorsports,Tuning Remap,Tuning Box,2021-08-18T08:56:01+01:00,6695,,2000,FALSE,JHM-B8RS5ECUTCU2-PWRCNCTCBL-2,[]
346,346,7.02E+12,JHM Audi 4.2L FSI B8 B8.5 RS5 DSG TCU and Stage 2 ECU Tuning Bundle,JH Motorsports,Tuning Remap,Tuning Box,2021-08-18T08:56:01+01:00,5956,,2000,FALSE,JHM-B8RS5ECUTCU2-1,[]
347,347,7.02E+12,JHM Audi 4.2L FSI B8 B8.5 RS5 DSG TCU and Stage 2 ECU Tuning Bundle,JH Motorsports,Tuning Remap,Tuning Box,2021-08-18T08:56:01+01:00,5956,,2000,FALSE,JHM-B8RS5ECUTCU2-2,[]
348,348,6.95E+12,"BMS Audi VW 2.0TSI JB4 Tuning Box Group 13 (Inc. 8P S3, 5N Tiguan, MK6 Jetta GLI & MK6 Golf R)",BMS,Tuning Remap,Tuning Box Accessories,2021-07-16T09:37:54+01:00,2036,,2000,FALSE,BMS185,[]
349,349,6.94E+12,"Weistec Mercedes-Benz M178 W.2 ECU Tune (C190 AMG GT, GT S & GT R)",Weistec,Tuning Remap,Tuning Box,2021-07-12T14:31:38+01:00,14721,14868,1000,TRUE,05-178-00042-7,[]
